,name,session,sex,time,sampling,latency,cue,presented,choice,response,iti,velocity,time2peak,rt
41,EE11,PBS,0,1748.902,0.0599999999999454,0.3800000000001091,4,1.0,1.0,1,6.5060000000000855,109.49756009800008,0.16,0.44000000000005446
42,EE11,PBS,0,1773.428,0.1459999999999581,0.8379999999999654,1,1.0,1.0,1,24.526000000000067,123.69074801821748,0.2,0.9839999999999236
43,EE11,PBS,0,1819.528,0.0239999999998872,0.2960000000000491,1,0.0,1.0,0,46.09999999999991,104.08298411455416,0.12,0.31999999999993634
44,EE11,PBS,0,1864.66,0.1139999999998053,0.16800000000012,16,1.0,1.0,1,34.115999999999985,140.49003566098662,0.2,0.2819999999999253
45,EE11,PBS,0,1871.772,0.0900000000001455,0.1599999999998544,1,0.0,0.0,1,7.111999999999853,79.7390804823725,0.16,0.2499999999999999
46,EE11,PBS,0,1879.21,0.0199999999999818,0.3240000000000691,16,0.0,0.0,1,7.438000000000102,99.12148851674029,0.16,0.34400000000005093
47,EE11,PBS,0,1885.73,0.1440000000000054,0.1539999999999963,4,0.0,0.0,1,6.519999999999982,135.22923400565708,0.16,0.2980000000000017
48,EE11,PBS,0,1913.294,0.0979999999999563,0.3619999999998526,4,1.0,1.0,1,27.56400000000008,27.63788779558673,0.12,0.4599999999998089
49,EE11,PBS,0,1924.624,0.1099999999998999,0.1940000000001873,16,0.0,0.0,1,11.329999999999927,114.05488630782268,0.2,0.3040000000000872
50,EE11,PBS,0,1936.646,0.11200000000008,0.3240000000000691,16,1.0,1.0,1,12.021999999999936,11.859287114475425,0.04,0.4360000000001491
51,EE11,PBS,0,1958.514,0.1400000000001,0.1520000000000436,4,0.0,0.0,1,21.867999999999935,76.43809699157214,0.16,0.2920000000001436
52,EE11,PBS,0,1964.822,0.0600000000001728,0.2419999999999618,16,0.0,0.0,1,6.307999999999993,115.20885006790476,0.16,0.3020000000001346
53,EE11,PBS,0,1970.868,0.0700000000001637,0.2819999999999254,4,1.0,1.0,1,6.046000000000049,123.70782229001192,0.2,0.35200000000008913
54,EE11,PBS,0,1979.056,0.0940000000000509,0.1920000000000072,16,0.0,0.0,1,8.188000000000102,115.45913298158392,0.16,0.2860000000000581
55,EE11,PBS,0,1988.384,0.0760000000000218,0.3540000000000418,4,1.0,1.0,1,9.327999999999976,123.7428902567956,0.2,0.43000000000006355
56,EE11,PBS,0,2000.338,0.1100000000001273,0.209999999999809,16,0.0,0.0,1,11.95399999999995,98.41998260418303,0.24,0.31999999999993634
57,EE11,PBS,0,2027.9,0.0939999999998235,0.2180000000000745,1,1.0,0.0,0,27.56200000000013,104.13398378838468,0.2,0.311999999999898
58,EE11,PBS,0,2032.726,0.071999999999889,0.2519999999999527,4,1.0,1.0,1,4.826000000000022,142.27638235567633,0.2,0.3239999999998417
59,EE11,PBS,0,2076.352,0.0500000000001819,0.2719999999999345,4,0.0,1.0,0,43.62599999999975,103.96616367055046,0.12,0.3220000000001164
60,EE11,PBS,0,2093.65,0.1059999999997671,0.2440000000001418,16,1.0,1.0,1,17.29800000000023,126.46224828170168,0.12,0.3499999999999089
61,EE11,PBS,0,2109.274,0.0740000000000691,0.4079999999999018,4,0.0,0.0,1,15.623999999999796,76.3765676333841,0.16,0.4819999999999709
62,EE11,PBS,0,2132.562,0.0940000000000509,0.1860000000001491,16,0.0,0.0,1,23.28800000000001,105.683998723186,0.16,0.2800000000002
63,EE11,PBS,0,2139.16,0.1000000000003638,0.2859999999996034,4,1.0,1.0,1,6.597999999999956,57.16136393909274,0.08,0.3859999999999672
64,EE11,PBS,0,2152.282,0.0679999999997562,0.2580000000002656,1,1.0,0.0,0,13.122000000000298,54.409637270881205,0.12,0.3260000000000218
65,EE11,PBS,0,2164.242,0.1539999999999963,0.2139999999999418,16,1.0,1.0,1,11.960000000000036,106.04742445036118,0.2,0.3679999999999381
66,EE11,PBS,0,2201.094,0.0900000000001455,0.225999999999658,1,1.0,1.0,1,36.85199999999986,129.09007519163922,0.2,0.3159999999998035
67,EE11,PBS,0,2220.382,0.0499999999997271,0.61200000000008,4,0.0,0.0,1,19.28800000000001,124.10968775476904,0.2,0.6619999999998072
68,EE11,PBS,0,2227.952,0.0839999999998326,0.1539999999999963,4,1.0,0.0,0,7.570000000000164,107.74657627136132,0.16,0.2379999999998289
69,EE11,PBS,0,2234.46,0.0299999999997453,0.330000000000382,16,1.0,1.0,1,6.507999999999811,126.66423860695944,0.28,0.3600000000001273
70,EE11,PBS,0,2241.192,0.0180000000000291,0.2179999999998472,4,0.0,0.0,1,6.731999999999971,25.744607943389695,0.2,0.2359999999998763
71,EE11,PBS,0,2248.322,0.05600000000004,0.2519999999999527,4,1.0,1.0,1,7.130000000000109,131.51604382600695,0.16,0.3079999999999927
72,EE11,PBS,0,2269.834,0.1359999999999672,0.1920000000000072,1,0.0,0.0,1,9.92599999999993,112.29508185403958,0.24,0.3279999999999744
73,EE11,PBS,0,2276.51,0.1059999999997671,0.2480000000000473,4,1.0,1.0,1,6.676000000000386,42.531126147190186,0.12,0.3539999999998144
74,EE11,PBS,0,2288.358,0.0419999999999163,0.3260000000000218,1,0.0,1.0,0,11.847999999999956,79.1176483572483,0.2,0.36799999999993804
75,EE11,PBS,0,2294.3,0.0259999999998399,0.2779999999997926,4,1.0,0.0,0,5.942000000000007,77.06740374597217,0.16,0.30399999999963245
76,EE11,PBS,0,2299.662,0.0660000000002583,0.5160000000000764,1,1.0,1.0,1,5.361999999999625,28.89254045471893,0.2,0.5820000000003347
77,EE11,PBS,0,2306.842,0.1539999999999963,0.1759999999999308,4,0.0,0.0,1,7.180000000000291,115.8469412548782,0.24,0.32999999999992713
78,EE11,PBS,0,2313.24,0.0579999999999927,0.7320000000004256,1,1.0,1.0,1,6.3979999999996835,47.7479097294456,0.12,0.7900000000004184
79,EE11,PBS,0,2622.126,0.1179999999999381,0.2459999999996398,1,0.0,0.0,1,43.52200000000039,37.8182505340695,0.16,0.3639999999995779
80,EE11,PBS,0,2635.926,0.0579999999999927,0.2020000000002255,1,1.0,1.0,1,13.799999999999727,136.27506015699765,0.2,0.2600000000002182
81,EE11,PBS,0,2643.522,0.1300000000001091,0.1900000000000545,16,1.0,1.0,1,7.596000000000004,115.5627336873234,0.2,0.3200000000001636
82,EE11,PBS,0,2652.436,0.0819999999998799,0.2199999999997999,16,0.0,0.0,1,8.914000000000215,116.55637859547966,0.2,0.3019999999996798
83,EE11,PBS,0,2691.578,0.0199999999999818,0.2580000000002656,4,1.0,1.0,1,39.141999999999825,123.62696572160183,0.24,0.2780000000002474
84,EE11,PBS,0,2698.696,0.1399999999998726,0.1260000000002037,16,0.0,0.0,1,7.117999999999938,125.66796693662256,0.24,0.2660000000000763
85,EE11,PBS,0,2711.266,0.0279999999997926,0.6040000000002692,16,0.0,1.0,0,12.570000000000164,17.0687997462932,0.04,0.6320000000000618
86,EE11,PBS,0,2717.4,0.155999999999949,0.1359999999999672,1,0.0,0.0,1,6.1340000000000146,98.89147445313073,0.12,0.2919999999999162
87,EE11,PBS,0,2723.324,0.0459999999998217,0.2919999999999163,1,1.0,1.0,1,5.923999999999978,136.9592079154097,0.24,0.337999999999738
88,EE11,PBS,0,2729.938,0.1300000000001091,0.2059999999996762,16,0.0,0.0,1,6.614000000000033,122.81992651874292,0.16,0.3359999999997853
89,EE11,PBS,0,2853.64,0.0640000000003055,0.2519999999999527,4,1.0,1.0,1,14.371999999999844,124.7524599198012,0.16,0.3160000000002582
90,EE11,PBS,0,2867.614,0.1979999999998654,0.2800000000002001,1,0.0,0.0,1,13.97400000000016,65.84514826516386,0.2,0.4780000000000655
91,EE11,PBS,0,2874.754,0.0740000000000691,0.2780000000002474,4,1.0,1.0,1,7.139999999999873,102.79567739795276,0.2,0.3520000000003165
92,EE11,PBS,0,2886.558,0.0459999999998217,0.3279999999999745,4,1.0,1.0,1,11.804000000000087,17.375281682585147,0.12,0.37399999999979616
93,EE11,PBS,0,2893.292,0.0720000000001164,0.9540000000001784,1,0.0,1.0,0,6.733999999999924,99.94892811373114,0.28,1.0260000000002947
94,EE11,PBS,0,2899.272,0.124000000000251,0.2199999999997999,4,0.0,0.0,1,5.980000000000018,97.09102901793511,0.2,0.34400000000005093
95,EE11,PBS,0,2906.778,0.1159999999999854,0.1660000000001673,4,1.0,1.0,1,7.505999999999858,149.55399901756283,0.24,0.2820000000001527
96,EE11,PBS,0,2913.796,0.1359999999999672,0.180000000000291,1,1.0,1.0,1,7.018000000000029,141.1226724877896,0.24,0.3160000000002582
97,EE11,PBS,0,2923.062,0.155999999999949,0.2100000000000363,4,1.0,1.0,1,9.266000000000076,117.53023177088896,0.16,0.36599999999998534
98,EE11,PBS,0,2934.982,0.0920000000000982,0.2820000000001528,16,0.0,0.0,1,11.920000000000073,82.41702896147697,0.28,0.374000000000251
99,EE11,PBS,0,2941.616,0.11200000000008,0.1419999999998253,1,1.0,1.0,1,6.6340000000000146,149.51335146397656,0.2,0.2539999999999053
100,EE11,PBS,0,2954.044,0.1759999999999308,0.2280000000000654,4,0.0,0.0,1,12.427999999999884,101.08666622148336,0.2,0.4039999999999962
101,EE11,PBS,0,2972.182,0.0840000000002874,0.4339999999997417,4,1.0,0.0,0,18.13799999999992,97.17164544683509,0.16,0.5180000000000291
102,EE11,PBS,0,3011.542,0.043999999999869,0.4220000000000254,4,1.0,1.0,1,39.36000000000013,53.61012927359652,0.12,0.4659999999998944
103,EE11,PBS,0,3017.128,0.043999999999869,0.1759999999999308,16,0.0,0.0,1,5.58600000000024,85.32147335769027,0.12,0.2199999999997998
104,EE11,PBS,0,3022.93,0.0760000000000218,0.5940000000000509,4,1.0,1.0,1,5.80199999999968,65.09494701184101,0.16,0.6700000000000728
105,EE11,PBS,0,3034.022,0.0460000000002764,0.3559999999997671,1,0.0,0.0,1,11.092000000000098,58.74560429298861,0.16,0.40200000000004354
106,EE11,PBS,0,3042.17,0.0499999999997271,0.4400000000000545,4,0.0,1.0,0,8.148000000000138,23.408097836018797,0.16,0.4899999999997816
107,EE11,PBS,0,3048.334,0.1420000000002801,0.2080000000000836,4,1.0,1.0,1,6.16399999999976,106.74753182428604,0.2,0.3500000000003637
108,EE11,PBS,0,3060.974,0.1059999999997671,0.293999999999869,4,1.0,1.0,1,12.640000000000327,89.17177976533723,0.16,0.3999999999996361
109,EE11,PBS,0,3069.914,0.0699999999997089,0.2220000000002073,16,0.0,0.0,1,8.940000000000055,112.08462097190252,0.2,0.2919999999999162
110,EE11,PBS,0,3078.156,0.0380000000000109,0.2959999999998217,4,1.0,1.0,1,8.241999999999734,137.71869837212378,0.24,0.3339999999998326
111,EE11,PBS,0,3089.218,0.1460000000001855,0.1579999999999017,4,0.0,0.0,1,11.061999999999898,105.63966649737716,0.16,0.3040000000000872
112,EE11,PBS,0,3142.754,0.0300000000002,0.3279999999999745,1,1.0,1.0,1,53.53600000000006,118.92188578925716,0.24,0.35800000000017446
113,EE11,PBS,0,3188.098,0.0340000000001055,0.2280000000000654,4,1.0,1.0,1,36.95800000000008,111.7802579511335,0.16,0.2620000000001709
114,EE11,PBS,0,3201.322,0.1379999999999199,0.237999999999829,16,1.0,1.0,1,13.22400000000016,110.766427803331,0.2,0.37599999999974887
115,EE11,PBS,0,3217.648,0.0819999999998799,0.2399999999997817,4,1.0,1.0,1,16.326000000000022,112.85850133816646,0.24,0.3219999999996616
116,EE11,PBS,0,3246.986,0.099999999999909,0.3360000000002401,4,0.0,0.0,1,29.337999999999735,92.6492375234544,0.16,0.4360000000001491
117,EE11,PBS,0,3253.866,0.0720000000001164,0.1979999999998654,1,1.0,0.0,0,6.880000000000109,110.93008290230183,0.16,0.2699999999999818
118,EE11,PBS,0,3288.594,0.1539999999999963,0.2460000000000946,4,1.0,1.0,1,12.08600000000024,108.64109346981458,0.2,0.4000000000000909
119,EE11,PBS,0,3304.692,0.1700000000000727,0.1880000000001018,4,0.0,0.0,1,16.097999999999956,113.18078726022088,0.24,0.3580000000001745
120,EE11,PBS,0,3349.36,0.1159999999999854,0.2480000000000473,1,0.0,0.0,1,13.360000000000127,106.803682360619,0.24,0.3640000000000327
121,EE11,PBS,0,3355.938,0.0199999999999818,0.2660000000000764,1,0.0,0.0,1,6.5779999999999745,111.99478217276496,0.16,0.2860000000000582
122,EE11,PBS,0,3362.586,0.1100000000001273,0.3780000000001564,4,1.0,1.0,1,6.6479999999996835,107.22020595609057,0.16,0.48800000000028365
123,EE11,PBS,0,3383.372,0.1300000000001091,0.2220000000002073,4,0.0,0.0,1,20.786000000000055,116.51299104593645,0.2,0.3520000000003164
124,EE10,PBS,0,24.206,0.064,0.1400000000000005,4,1.0,1.0,1,14.78,108.55039847657116,0.04,0.20400000000000051
125,EE10,PBS,0,45.296,0.0919999999999987,0.2360000000000042,4,0.0,0.0,1,21.09,125.46361315730152,0.16,0.3280000000000029
126,EE10,PBS,0,63.75,0.1240000000000023,0.1920000000000001,4,0.0,0.0,1,18.454,115.98376207309882,0.08,0.3160000000000024
127,EE10,PBS,0,93.156,0.0259999999999962,0.1959999999999979,16,1.0,0.0,0,29.40600000000001,118.4417111323026,0.04,0.2219999999999941
128,EE10,PBS,0,119.944,0.0639999999999929,1.4100000000000108,1,0.0,1.0,0,13.340000000000003,101.73241762119562,0.2,1.4740000000000038
129,EE10,PBS,0,140.826,0.1020000000000038,0.304000000000002,16,1.0,1.0,1,20.88199999999999,95.2278632360163,0.2,0.4060000000000058
130,EE10,PBS,0,164.152,0.1340000000000145,0.353999999999985,16,0.0,0.0,1,23.325999999999993,126.50135731390874,0.24,0.4879999999999995
131,EE10,PBS,0,174.944,0.2060000000000172,0.3619999999999947,4,1.0,1.0,1,10.792000000000002,150.5505298137889,0.16,0.5680000000000119
132,EE10,PBS,0,187.92,0.0460000000000206,1.231999999999999,1,1.0,0.0,0,12.976,181.76090101114977,0.16,1.2780000000000198
133,EE10,PBS,0,194.422,0.0900000000000034,0.2520000000000095,16,1.0,1.0,1,6.5020000000000095,113.67133578779745,0.16,0.3420000000000129
134,EE10,PBS,0,201.17,0.1700000000000159,0.603999999999985,16,1.0,1.0,1,6.7479999999999905,86.77928641935233,0.2,0.7740000000000009
135,EE10,PBS,0,208.386,0.1119999999999947,0.1839999999999975,16,0.0,0.0,1,7.216000000000008,105.2364952060859,0.08,0.2959999999999922
136,EE10,PBS,0,214.808,0.0759999999999934,0.3060000000000116,16,1.0,1.0,1,6.421999999999997,139.01614905399398,0.16,0.382000000000005
137,EE10,PBS,0,237.8,0.1779999999999972,0.2719999999999913,4,0.0,0.0,1,22.99200000000002,40.73815018732035,0.12,0.4499999999999885
138,EE10,PBS,0,245.214,0.0180000000000006,0.3979999999999961,1,1.0,1.0,1,7.413999999999987,12.77791903743693,0.08,0.4159999999999967
139,EE10,PBS,0,251.516,0.1760000000000161,0.2019999999999981,16,1.0,1.0,1,6.3019999999999925,124.59552245162654,0.16,0.3780000000000142
140,EE10,PBS,0,260.318,0.0800000000000409,0.1419999999999959,16,0.0,0.0,1,8.801999999999992,146.25097719055037,0.04,0.2220000000000368
141,EE10,PBS,0,265.676,0.0720000000000027,0.3460000000000036,1,1.0,1.0,1,5.358000000000004,113.95112449772304,0.08,0.41800000000000626
142,EE10,PBS,0,271.294,0.1040000000000418,0.2139999999999986,4,0.0,0.0,1,5.617999999999995,139.8988606973341,0.12,0.3180000000000404
143,EE10,PBS,0,289.37,0.2620000000000004,0.6700000000000159,16,0.0,0.0,1,18.076000000000025,140.61032776471436,0.16,0.9320000000000164
144,EE10,PBS,0,295.978,0.1220000000000141,0.2860000000000013,1,1.0,1.0,1,6.608000000000004,91.1507573802688,0.16,0.4080000000000154
145,EE10,PBS,0,301.37,0.1359999999999672,0.174000000000035,4,0.0,0.0,1,5.391999999999996,116.07618159474733,0.16,0.31000000000000216
146,EE10,PBS,0,307.146,0.093999999999994,0.2839999999999918,1,0.0,0.0,1,5.7760000000000105,125.56095778797024,0.16,0.3779999999999858
147,EE10,PBS,0,313.862,0.0919999999999845,0.3720000000000141,16,0.0,0.0,1,6.716000000000008,135.9856800158889,0.28,0.4639999999999986
148,EE10,PBS,0,319.64,0.1260000000000332,0.3659999999999854,1,1.0,1.0,1,5.777999999999963,135.1180786177831,0.12,0.4920000000000186
149,EE10,PBS,0,326.364,0.1160000000000422,0.1819999999999595,1,0.0,0.0,1,6.7239999999999895,95.71871514968976,0.16,0.2980000000000017
150,EE10,PBS,0,331.502,0.1220000000000141,0.9619999999999892,1,0.0,0.0,1,5.138000000000034,91.14180661365936,0.12,1.0840000000000032
151,EE10,PBS,0,356.696,0.1479999999999677,0.3179999999999836,16,0.0,0.0,1,25.194000000000017,104.94746042236116,0.16,0.4659999999999513
152,EE10,PBS,0,405.466,0.103999999999985,0.2740000000000009,16,1.0,1.0,1,9.100000000000025,130.00008514546062,0.12,0.3779999999999859
153,EE10,PBS,0,411.524,0.1539999999999963,0.2839999999999918,16,1.0,1.0,1,6.057999999999993,146.1818609732093,0.12,0.4379999999999881
154,EE10,PBS,0,417.714,0.1220000000000141,0.2280000000000086,1,0.0,0.0,1,6.189999999999998,111.42451389826732,0.12,0.35000000000002274
155,EE10,PBS,0,423.554,0.0980000000000131,0.6580000000000155,4,1.0,1.0,1,5.839999999999975,112.32736136234855,0.12,0.7560000000000285
156,EE10,PBS,0,429.9,0.117999999999995,0.2260000000000559,4,0.0,0.0,1,6.346000000000004,143.711740812293,0.16,0.34400000000005093
157,EE10,PBS,0,435.456,0.0859999999999558,0.9740000000000464,4,1.0,0.0,0,5.55600000000004,88.43712101783838,0.12,1.0600000000000023
158,EE10,PBS,0,446.196,0.0219999999999913,0.4919999999999618,16,0.0,0.0,1,10.740000000000007,139.9748335222116,0.16,0.513999999999953
159,EE10,PBS,0,452.042,0.0800000000000409,0.3919999999999959,1,0.0,0.0,1,5.845999999999947,118.6317058959723,0.24,0.47200000000003683
160,EE10,PBS,0,501.874,0.0919999999999845,0.1820000000000163,1,1.0,1.0,1,49.83200000000005,146.11967267150226,0.08,0.2740000000000008
161,EE10,PBS,0,507.758,0.1400000000000432,0.2379999999999995,1,0.0,0.0,1,5.883999999999958,88.25093202014223,0.16,0.3780000000000427
162,EE10,PBS,0,543.238,0.0579999999999927,0.2379999999999427,1,0.0,0.0,1,35.480000000000075,88.37044565673749,0.08,0.2959999999999354
163,EE10,PBS,0,550.496,0.0779999999999745,0.73599999999999,1,1.0,1.0,1,7.2579999999999245,119.88342677641783,0.24,0.8139999999999645
164,EE10,PBS,0,596.716,0.1599999999999681,0.2839999999999918,16,0.0,0.0,1,46.22000000000003,116.33264873700364,0.24,0.4439999999999599
165,EE10,PBS,0,602.974,0.0699999999999363,0.2540000000000191,4,1.0,1.0,1,6.258000000000038,95.61985256585878,0.12,0.3239999999999554
166,EE10,PBS,0,609.872,0.1180000000000518,0.3039999999999736,4,0.0,0.0,1,6.897999999999911,92.060934068309,0.2,0.4220000000000254
167,EE10,PBS,0,616.382,0.0800000000000409,0.47199999999998,1,0.0,1.0,0,6.509999999999991,102.64102487674027,0.12,0.5520000000000209
168,EE10,PBS,0,621.622,0.1520000000000436,0.2559999999999718,16,0.0,0.0,1,5.240000000000009,86.66132939220518,0.2,0.4080000000000154
169,EE10,PBS,0,628.132,0.0660000000000309,0.3999999999999772,16,1.0,1.0,1,6.509999999999991,103.19496098047917,0.12,0.4660000000000081
170,EE10,PBS,0,635.61,0.1280000000000427,0.7559999999999718,16,1.0,1.0,1,7.4780000000000655,125.77046447272316,0.16,0.8840000000000146
171,EE10,PBS,0,684.462,0.0800000000000409,0.1459999999999581,1,0.0,1.0,0,48.851999999999975,118.13524542487242,0.08,0.225999999999999
172,EE10,PBS,0,694.562,0.1939999999999599,0.2520000000000664,4,0.0,0.0,1,10.100000000000025,111.06916236348694,0.2,0.44600000000002626
173,EE10,PBS,0,718.142,0.0960000000000036,0.7279999999999518,1,1.0,1.0,1,23.58000000000004,132.75298228463936,0.2,0.8239999999999554
174,EE10,PBS,0,731.254,0.0579999999999927,0.2659999999999627,1,1.0,0.0,0,13.111999999999966,112.80362683708702,0.12,0.32399999999995543
175,EE10,PBS,0,737.548,0.0639999999999645,0.4500000000000455,4,0.0,0.0,1,6.293999999999983,18.29676784892306,0.16,0.51400000000001
176,EE10,PBS,0,745.77,0.0579999999999927,0.6159999999999854,4,0.0,0.0,1,8.22199999999998,46.99690790569686,0.2,0.6739999999999782
177,EE10,PBS,0,841.448,0.1940000000000736,0.2679999999999154,1,0.0,0.0,1,7.083999999999946,97.87345768127956,0.24,0.46199999999998903
178,EE10,PBS,0,879.39,0.1119999999999663,0.2700000000000955,16,0.0,0.0,1,37.94200000000001,123.57108587032712,0.16,0.3820000000000618
179,EE10,PBS,0,885.524,0.1200000000000045,0.4099999999999681,4,1.0,1.0,1,6.1340000000000146,111.6218873435392,0.2,0.5299999999999726
180,EE10,PBS,0,891.958,0.0640000000000782,0.349999999999909,1,1.0,1.0,1,6.433999999999969,114.76003823307737,0.12,0.4139999999999872
181,EE10,PBS,0,898.808,0.1159999999999854,0.2860000000000582,1,0.0,0.0,1,6.850000000000023,138.83021664110657,0.2,0.4020000000000436
182,EE10,PBS,0,908.708,0.0320000000000391,0.5779999999999745,16,1.0,1.0,1,9.899999999999975,130.0797173312338,0.2,0.6100000000000136
183,EE10,PBS,0,938.934,0.0540000000000873,0.2919999999999163,16,0.0,0.0,1,30.226,96.04365300864627,0.12,0.34600000000000364
